doi,rank,raw_name,raw_affiliation,matched_faculty_id,confidence_score,match_signals
10.1038/s41467-023-42720-6,8,Panke Zhou,Unknown,,0,"{""relevance"": ""name_only_candidate"", ""decision"": ""NEEDS_REVIEW"", ""source"": null, ""evidence_score"": 0.4, ""evidence_sources"": [""crossref""], ""memory_hint_count"": 0, ""memory_top_score"": 0.0, ""match_trace"": {}, ""name_only_candidate"": {""faculty_id"": 74, ""employee_id"": ""gen_7d19b855"", ""name_zh"": ""Ran Zhou"", ""department"": ""Department of Neurosurgery, State Key Laboratory of Biotherapy and Cancer Center, West China Hospital, Sichuan University, Chengdu, China"", ""name_score"": 0.7777777777777778, ""aff_score"": 0.0, ""aff_used"": """", ""reason"": ""affiliation_unknown""}}"
10.1038/s41467-023-42720-6,11,Qing Liao,Unknown,,0,"{""relevance"": ""name_only_candidate"", ""decision"": ""NEEDS_REVIEW"", ""source"": null, ""evidence_score"": 0.4, ""evidence_sources"": [""crossref""], ""memory_hint_count"": 0, ""memory_top_score"": 0.0, ""match_trace"": {}, ""name_only_candidate"": {""faculty_id"": 69, ""employee_id"": ""gen_dee143a8"", ""name_zh"": ""Qing Mao"", ""department"": ""Department of Neurosurgery, West China Hospital, Sichuan University, Chengdu, China"", ""name_score"": 0.8235294117647058, ""aff_score"": 0.0, ""aff_used"": """", ""reason"": ""affiliation_unknown""}}"
10.1038/s41467-023-42720-6,12,Hong Xu,Unknown,,0,"{""relevance"": ""name_only_candidate"", ""decision"": ""NEEDS_REVIEW"", ""source"": null, ""evidence_score"": 0.4, ""evidence_sources"": [""crossref""], ""memory_hint_count"": 0, ""memory_top_score"": 0.0, ""match_trace"": {}, ""name_only_candidate"": {""faculty_id"": 22, ""employee_id"": ""gen_1d3f1947"", ""name_zh"": ""Heng Xu"", ""department"": ""Department of Laboratory Medicine, Precision Medicine Center, State Key Laboratory of Biotherapy, West China Hospital, Sichuan University, Chengdu, Sichuan, China"", ""name_score"": 0.8571428571428571, ""aff_score"": 0.0, ""aff_used"": """", ""reason"": ""affiliation_unknown""}}"
10.1038/s41467-023-42720-6,13,Xiong Chen,Unknown,,0,"{""relevance"": ""name_only_candidate"", ""decision"": ""NEEDS_REVIEW"", ""source"": null, ""evidence_score"": 0.4, ""evidence_sources"": [""crossref""], ""memory_hint_count"": 0, ""memory_top_score"": 0.0, ""match_trace"": {}, ""name_only_candidate"": {""faculty_id"": 106, ""employee_id"": ""gen_69492691"", ""name_zh"": ""Xingyu Chen"", ""department"": ""Department of Biotherapy, Cancer Center and State Key Laboratory of Biotherapy, West China Hospital, and West China School of Basic Medical Sciences and Forensic Medicine, Sichuan University, and Collaborative Innovation Center for Biotherapy, Chengdu, China"", ""name_score"": 0.85"
10.1038/s41467-023-42720-6,14,Cheng Gu,Unknown,,0,"{""relevance"": ""name_only_candidate"", ""decision"": ""NEEDS_REVIEW"", ""source"": null, ""evidence_score"": 0.4, ""evidence_sources"": [""crossref""], ""memory_hint_count"": 0, ""memory_top_score"": 0.0, ""match_trace"": {}, ""name_only_candidate"": {""faculty_id"": 8, ""employee_id"": ""gen_a20fe350"", ""name_zh"": ""Cheng Gu"", ""department"": ""College of Polymer Science and Engineering, State Key Laboratory of Polymer Materials Engineering, Sichuan University, Chengdu, People's Republic of China"", ""name_score"": 1.0, ""aff_score"": 0.0, ""aff_used"": """", ""reason"": ""affiliation_unknown""}}"
10.1038/s41467-024-47121-x,1,Jie Liang,Unknown,,0,"{""relevance"": ""name_only_candidate"", ""decision"": ""NEEDS_REVIEW"", ""source"": null, ""evidence_score"": 0.4, ""evidence_sources"": [""crossref""], ""memory_hint_count"": 0, ""memory_top_score"": 0.0, ""match_trace"": {}, ""name_only_candidate"": {""faculty_id"": 29, ""employee_id"": ""gen_595ef3d5"", ""name_zh"": ""Jie Liang"", ""department"": ""National Engineering Research Center for Biomaterials, Sichuan University, Chengdu, Sichuan, China"", ""name_score"": 1.0, ""aff_score"": 0.0, ""aff_used"": """", ""reason"": ""affiliation_unknown""}}"
10.1038/s41467-024-47121-x,3,Zixiao Li,Unknown,,0,"{""relevance"": ""name_only_candidate"", ""decision"": ""NEEDS_REVIEW"", ""source"": null, ""evidence_score"": 0.4, ""evidence_sources"": [""crossref""], ""memory_hint_count"": 0, ""memory_top_score"": 0.0, ""match_trace"": {}, ""name_only_candidate"": {""faculty_id"": 102, ""employee_id"": ""gen_4749a1b3"", ""name_zh"": ""Xiaolan Li"", ""department"": ""Department of Neurology and State Key Laboratory of Biotherapy, West China Hospital, Sichuan University, Chengdu, Sichuan, China"", ""name_score"": 0.7368421052631579, ""aff_score"": 0.0, ""aff_used"": """", ""reason"": ""affiliation_unknown""}}"
10.1038/s41467-024-47121-x,4,Yongchao Yao,Unknown,,0,"{""relevance"": ""name_only_candidate"", ""decision"": ""NEEDS_REVIEW"", ""source"": null, ""evidence_score"": 0.4, ""evidence_sources"": [""crossref""], ""memory_hint_count"": 0, ""memory_top_score"": 0.0, ""match_trace"": {}, ""name_only_candidate"": {""faculty_id"": 7, ""employee_id"": ""gen_9b7a2c64"", ""name_zh"": ""Chao You"", ""department"": ""Department of Neurosurgery, West China Hospital, Sichuan University, Chengdu, China"", ""name_score"": 0.7, ""aff_score"": 0.0, ""aff_used"": """", ""reason"": ""affiliation_unknown""}}"
10.1038/s41467-024-47121-x,5,Yongsong Luo,Unknown,,0,"{""relevance"": ""name_only_candidate"", ""decision"": ""NEEDS_REVIEW"", ""source"": null, ""evidence_score"": 0.4, ""evidence_sources"": [""crossref""], ""memory_hint_count"": 0, ""memory_top_score"": 0.0, ""match_trace"": {}, ""name_only_candidate"": {""faculty_id"": 15, ""employee_id"": ""gen_c42895b3"", ""name_zh"": ""Gonggong Lu"", ""department"": ""National Engineering Research Center for Biomaterials, Sichuan University, Chengdu, Sichuan, China"", ""name_score"": 0.782608695652174, ""aff_score"": 0.0, ""aff_used"": """", ""reason"": ""affiliation_unknown""}}"
10.1038/s41467-024-47121-x,6,Shengjun Sun,Unknown,,0,"{""relevance"": ""name_only_candidate"", ""decision"": ""NEEDS_REVIEW"", ""source"": null, ""evidence_score"": 0.4, ""evidence_sources"": [""crossref""], ""memory_hint_count"": 0, ""memory_top_score"": 0.0, ""match_trace"": {}, ""name_only_candidate"": {""faculty_id"": 24, ""employee_id"": ""gen_1b6f6474"", ""name_zh"": ""Huan Sun"", ""department"": ""National Engineering Research Center for Biomaterials, Sichuan University, Chengdu, Sichuan, China"", ""name_score"": 0.7, ""aff_score"": 0.0, ""aff_used"": """", ""reason"": ""affiliation_unknown""}}"
10.1038/s41467-024-47121-x,7,Dongdong Zheng,Unknown,,0,"{""relevance"": ""name_only_candidate"", ""decision"": ""NEEDS_REVIEW"", ""source"": null, ""evidence_score"": 0.4, ""evidence_sources"": [""crossref""], ""memory_hint_count"": 0, ""memory_top_score"": 0.0, ""match_trace"": {}, ""name_only_candidate"": {""faculty_id"": 105, ""employee_id"": ""gen_306ec32d"", ""name_zh"": ""Xingdong Zhang"", ""department"": ""National Engineering Research Center for Biomaterials, Sichuan University, Chengdu, Sichuan, China"", ""name_score"": 0.7857142857142857, ""aff_score"": 0.0, ""aff_used"": """", ""reason"": ""affiliation_unknown""}}"
10.1038/s41467-024-47121-x,8,Qian Liu,Unknown,,0,"{""relevance"": ""name_only_candidate"", ""decision"": ""NEEDS_REVIEW"", ""source"": null, ""evidence_score"": 0.4, ""evidence_sources"": [""crossref""], ""memory_hint_count"": 0, ""memory_top_score"": 0.0, ""match_trace"": {}, ""name_only_candidate"": {""faculty_id"": 19, ""employee_id"": ""gen_81794865"", ""name_zh"": ""Han Liu"", ""department"": ""Department of Computer Science and Technology, Sichuan University, Chengdu, China"", ""name_score"": 0.8, ""aff_score"": 0.0, ""aff_used"": """", ""reason"": ""affiliation_unknown""}}"
10.1038/s41467-024-47121-x,9,Xuping Sun,Unknown,,0,"{""relevance"": ""name_only_candidate"", ""decision"": ""NEEDS_REVIEW"", ""source"": null, ""evidence_score"": 0.4, ""evidence_sources"": [""crossref""], ""memory_hint_count"": 0, ""memory_top_score"": 0.0, ""match_trace"": {}, ""name_only_candidate"": {""faculty_id"": 112, ""employee_id"": ""gen_4472aa37"", ""name_zh"": ""Xuping Sun"", ""department"": ""High Altitude Medical Center, West China Hospital, Sichuan University, Chengdu, Sichuan, China"", ""name_score"": 1.0, ""aff_score"": 0.0, ""aff_used"": """", ""reason"": ""affiliation_unknown""}}"
10.1038/s41467-024-47121-x,10,Bo Tang,Unknown,,0,"{""relevance"": ""name_only_candidate"", ""decision"": ""NEEDS_REVIEW"", ""source"": null, ""evidence_score"": 0.4, ""evidence_sources"": [""crossref""], ""memory_hint_count"": 0, ""memory_top_score"": 0.0, ""match_trace"": {}, ""name_only_candidate"": {""faculty_id"": 132, ""employee_id"": ""gen_ae4e5b50"", ""name_zh"": ""Yubo Wang"", ""department"": ""Key Laboratory of Bio-Resource and Eco-Environment of Ministry of Education, College of Life Sciences, State Key Laboratory of Hydraulics and Mountain River Engineering, Sichuan University, Chengdu, China"", ""name_score"": 0.75, ""aff_score"": 0.0, ""aff_used"": """", ""reason"": ""affiliati"
10.1038/s41467-024-51130-1,2,Jie Liang,Unknown,,0,"{""relevance"": ""name_only_candidate"", ""decision"": ""NEEDS_REVIEW"", ""source"": null, ""evidence_score"": 0.4, ""evidence_sources"": [""crossref""], ""memory_hint_count"": 0, ""memory_top_score"": 0.0, ""match_trace"": {}, ""name_only_candidate"": {""faculty_id"": 29, ""employee_id"": ""gen_595ef3d5"", ""name_zh"": ""Jie Liang"", ""department"": ""National Engineering Research Center for Biomaterials, Sichuan University, Chengdu, Sichuan, China"", ""name_score"": 1.0, ""aff_score"": 0.0, ""aff_used"": """", ""reason"": ""affiliation_unknown""}}"
10.1038/s41467-024-51130-1,3,Zixiao Li,Unknown,,0,"{""relevance"": ""name_only_candidate"", ""decision"": ""NEEDS_REVIEW"", ""source"": null, ""evidence_score"": 0.4, ""evidence_sources"": [""crossref""], ""memory_hint_count"": 0, ""memory_top_score"": 0.0, ""match_trace"": {}, ""name_only_candidate"": {""faculty_id"": 102, ""employee_id"": ""gen_4749a1b3"", ""name_zh"": ""Xiaolan Li"", ""department"": ""Department of Neurology and State Key Laboratory of Biotherapy, West China Hospital, Sichuan University, Chengdu, Sichuan, China"", ""name_score"": 0.7368421052631579, ""aff_score"": 0.0, ""aff_used"": """", ""reason"": ""affiliation_unknown""}}"
10.1038/s41467-024-51130-1,4,Tingyu Yan,Unknown,,0,"{""relevance"": ""name_only_candidate"", ""decision"": ""NEEDS_REVIEW"", ""source"": null, ""evidence_score"": 0.4, ""evidence_sources"": [""crossref""], ""memory_hint_count"": 0, ""memory_top_score"": 0.0, ""match_trace"": {}, ""name_only_candidate"": {""faculty_id"": 123, ""employee_id"": ""gen_64cc0aad"", ""name_zh"": ""Ying Yang"", ""department"": ""Department of Respiratory and Critical Care Medicine, Med-X Center for Manufacturing, Center of Precision Medicine, Precision Medicine Key Laboratory of Sichuan Province, Frontiers Science Center for Disease-related Molecular Network, West China Hospital, West China Medical School"
10.1038/s41467-024-51130-1,5,Chaoxin Yang,Unknown,,0,"{""relevance"": ""name_only_candidate"", ""decision"": ""NEEDS_REVIEW"", ""source"": null, ""evidence_score"": 0.4, ""evidence_sources"": [""crossref""], ""memory_hint_count"": 0, ""memory_top_score"": 0.0, ""match_trace"": {}, ""name_only_candidate"": {""faculty_id"": 103, ""employee_id"": ""gen_7c449d77"", ""name_zh"": ""Xin Yang"", ""department"": ""State Key Laboratory of Polymer Materials Engineering, Polymer Research Institute, Sichuan University, Chengdu, China"", ""name_score"": 0.9, ""aff_score"": 0.0, ""aff_used"": """", ""reason"": ""affiliation_unknown""}}"
10.1038/s41467-024-51130-1,6,Shengjun Sun,Unknown,,0,"{""relevance"": ""name_only_candidate"", ""decision"": ""NEEDS_REVIEW"", ""source"": null, ""evidence_score"": 0.4, ""evidence_sources"": [""crossref""], ""memory_hint_count"": 0, ""memory_top_score"": 0.0, ""match_trace"": {}, ""name_only_candidate"": {""faculty_id"": 24, ""employee_id"": ""gen_1b6f6474"", ""name_zh"": ""Huan Sun"", ""department"": ""National Engineering Research Center for Biomaterials, Sichuan University, Chengdu, Sichuan, China"", ""name_score"": 0.7, ""aff_score"": 0.0, ""aff_used"": """", ""reason"": ""affiliation_unknown""}}"
10.1038/s41467-024-51130-1,8,Xuwei Liu,Unknown,,0,"{""relevance"": ""name_only_candidate"", ""decision"": ""NEEDS_REVIEW"", ""source"": null, ""evidence_score"": 0.4, ""evidence_sources"": [""crossref""], ""memory_hint_count"": 0, ""memory_top_score"": 0.0, ""match_trace"": {}, ""name_only_candidate"": {""faculty_id"": 92, ""employee_id"": ""gen_5e03590d"", ""name_zh"": ""Weizhi Liu"", ""department"": ""Sports Medicine Center, West China Hospital, Sichuan University, Chengdu, China"", ""name_score"": 0.7368421052631579, ""aff_score"": 0.0, ""aff_used"": """", ""reason"": ""affiliation_unknown""}}"
10.1038/s41467-024-51130-1,9,Ting Xie,Unknown,,0,"{""relevance"": ""name_only_candidate"", ""decision"": ""NEEDS_REVIEW"", ""source"": null, ""evidence_score"": 0.4, ""evidence_sources"": [""crossref""], ""memory_hint_count"": 0, ""memory_top_score"": 0.0, ""match_trace"": {}, ""name_only_candidate"": {""faculty_id"": 85, ""employee_id"": ""gen_943e96a7"", ""name_zh"": ""Ting Xue"", ""department"": ""College of Biomass Science and Engineering, Department of Respiratory and Critical Care Medicine, State Key Laboratory of Biotherapy and Cancer Center, West China Hospital, Sichuan University, Chengdu, China"", ""name_score"": 0.875, ""aff_score"": 0.0, ""aff_used"": """", ""reason"": ""affilia"
10.1038/s41467-024-51130-1,10,Yan Wang,Unknown,,0,"{""relevance"": ""name_only_candidate"", ""decision"": ""NEEDS_REVIEW"", ""source"": null, ""evidence_score"": 0.4, ""evidence_sources"": [""crossref""], ""memory_hint_count"": 0, ""memory_top_score"": 0.0, ""match_trace"": {}, ""name_only_candidate"": {""faculty_id"": 129, ""employee_id"": ""gen_d819aaf3"", ""name_zh"": ""Yuan Wang"", ""department"": ""Department of Neurosurgery, State Key Laboratory of Biotherapy and Cancer Center, West China Hospital, Sichuan University, Chengdu, China"", ""name_score"": 0.9411764705882353, ""aff_score"": 0.0, ""aff_used"": """", ""reason"": ""affiliation_unknown""}}"
10.1038/s41467-024-51130-1,12,Yongsong Luo,Unknown,,0,"{""relevance"": ""name_only_candidate"", ""decision"": ""NEEDS_REVIEW"", ""source"": null, ""evidence_score"": 0.4, ""evidence_sources"": [""crossref""], ""memory_hint_count"": 0, ""memory_top_score"": 0.0, ""match_trace"": {}, ""name_only_candidate"": {""faculty_id"": 15, ""employee_id"": ""gen_c42895b3"", ""name_zh"": ""Gonggong Lu"", ""department"": ""National Engineering Research Center for Biomaterials, Sichuan University, Chengdu, Sichuan, China"", ""name_score"": 0.782608695652174, ""aff_score"": 0.0, ""aff_used"": """", ""reason"": ""affiliation_unknown""}}"
10.1038/s41467-024-51130-1,13,Dongdong Zheng,Unknown,,0,"{""relevance"": ""name_only_candidate"", ""decision"": ""NEEDS_REVIEW"", ""source"": null, ""evidence_score"": 0.4, ""evidence_sources"": [""crossref""], ""memory_hint_count"": 0, ""memory_top_score"": 0.0, ""match_trace"": {}, ""name_only_candidate"": {""faculty_id"": 105, ""employee_id"": ""gen_306ec32d"", ""name_zh"": ""Xingdong Zhang"", ""department"": ""National Engineering Research Center for Biomaterials, Sichuan University, Chengdu, Sichuan, China"", ""name_score"": 0.7857142857142857, ""aff_score"": 0.0, ""aff_used"": """", ""reason"": ""affiliation_unknown""}}"
10.1038/s41467-024-51130-1,14,Qian Liu,Unknown,,0,"{""relevance"": ""name_only_candidate"", ""decision"": ""NEEDS_REVIEW"", ""source"": null, ""evidence_score"": 0.4, ""evidence_sources"": [""crossref""], ""memory_hint_count"": 0, ""memory_top_score"": 0.0, ""match_trace"": {}, ""name_only_candidate"": {""faculty_id"": 19, ""employee_id"": ""gen_81794865"", ""name_zh"": ""Han Liu"", ""department"": ""Department of Computer Science and Technology, Sichuan University, Chengdu, China"", ""name_score"": 0.8, ""aff_score"": 0.0, ""aff_used"": """", ""reason"": ""affiliation_unknown""}}"
10.1038/s41467-024-51130-1,15,Jingxiang Zhao,Unknown,,0,"{""relevance"": ""name_only_candidate"", ""decision"": ""NEEDS_REVIEW"", ""source"": null, ""evidence_score"": 0.4, ""evidence_sources"": [""crossref""], ""memory_hint_count"": 0, ""memory_top_score"": 0.0, ""match_trace"": {}, ""name_only_candidate"": {""faculty_id"": 43, ""employee_id"": ""gen_3b5fe724"", ""name_zh"": ""Lingling Zhou"", ""department"": ""Department of Neurosurgery, State Key Laboratory of Biotherapy and Cancer Center, West China Hospital, Sichuan University, Chengdu, China"", ""name_score"": 0.7407407407407407, ""aff_score"": 0.0, ""aff_used"": """", ""reason"": ""affiliation_unknown""}}"
10.1038/s41467-024-51130-1,16,Xuping Sun,Unknown,,0,"{""relevance"": ""name_only_candidate"", ""decision"": ""NEEDS_REVIEW"", ""source"": null, ""evidence_score"": 0.4, ""evidence_sources"": [""crossref""], ""memory_hint_count"": 0, ""memory_top_score"": 0.0, ""match_trace"": {}, ""name_only_candidate"": {""faculty_id"": 112, ""employee_id"": ""gen_4472aa37"", ""name_zh"": ""Xuping Sun"", ""department"": ""High Altitude Medical Center, West China Hospital, Sichuan University, Chengdu, Sichuan, China"", ""name_score"": 1.0, ""aff_score"": 0.0, ""aff_used"": """", ""reason"": ""affiliation_unknown""}}"
10.1038/s41467-024-51130-1,17,Bo Tang,Unknown,,0,"{""relevance"": ""name_only_candidate"", ""decision"": ""NEEDS_REVIEW"", ""source"": null, ""evidence_score"": 0.4, ""evidence_sources"": [""crossref""], ""memory_hint_count"": 0, ""memory_top_score"": 0.0, ""match_trace"": {}, ""name_only_candidate"": {""faculty_id"": 132, ""employee_id"": ""gen_ae4e5b50"", ""name_zh"": ""Yubo Wang"", ""department"": ""Key Laboratory of Bio-Resource and Eco-Environment of Ministry of Education, College of Life Sciences, State Key Laboratory of Hydraulics and Mountain River Engineering, Sichuan University, Chengdu, China"", ""name_score"": 0.75, ""aff_score"": 0.0, ""aff_used"": """", ""reason"": ""affiliati"
